xServ,sbytes,dbytes,rate,sload,dload,sinpkt,sjit,djit,stcpb,dtcpb,dmean,response_body_len,attack_cat
999,200,0,200000.0051,160000000,0,0.005,0,0,0,0,0,0,1
2,818,7206,17.933486,4597.209961,41742.91797,142.501889,8105.010692,8370.078011,1499720502,2381720393,515,3067,5
999,528,304,4036.908768,1826989.625,1051903.125,0.454,0.634276,0.300761,0,0,76,0,0
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,2
999,728,268,88.014742,30793.42383,10514.82813,17.563778,973.004027,50.635605,1104929019,381282576,45,0,8
999,564,354,27.20283,6503.07666,3968.412842,69.437222,5404.02456,138.875344,2405617046,4061455863,44,0,7
999,168,0,250000.0006,168000000,0,0.004,0,0,0,0,0,0,7
999,2558,23532,1531.914865,377494.0938,3475669,1.345513,81.451086,77.659259,3574584693,1472359567,560,0,0
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,4
7,114,0,333333.3215,152000000,0,0.003,0,0,0,0,0,0,6
999,1294,354,14.320059,7850.761719,2089.043945,129.199889,7026.984125,252.118937,2738086951,1977169622,44,0,1
999,1132,268,84.678309,46019.83984,10116.23535,18.367,982.842371,56.217258,1772706756,2944913212,45,0,8
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,2
7,114,0,125000.0003,57000000,0,0.008,0,0,0,0,0,0,6
2,510,354,36.873555,7964.687988,5379.201172,49.333444,3367.454884,108.740445,2210217952,262389648,44,0,1
7,114,0,111111.1072,50666664,0,0.009,0,0,0,0,0,0,6
999,104,0,111111.1072,46222220,0,0.009,0,0,0,0,0,0,0
999,1112,818,17.522181,6808.618652,4919.561035,108.95282,5956.69947,191.120031,3746830640,910581415,82,0,1
999,200,0,200000.0051,160000000,0,0.005,0,0,0,0,0,0,3
999,3614,49590,1188.511748,279270.7813,3833962,1.719695,92.054416,91.044596,2798282138,2825042551,800,0,0
999,10056,898,20.294626,66552.25781,5548.374023,75.553664,249.810422,345.713813,2148061229,1714486,112,0,0
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,2
999,720,268,81.231247,28073.51953,9704.425781,18.953222,989.841818,59.279242,3705234914,2036408698,45,0,8
7,114,0,250000.0006,114000000,0,0.004,0,0,0,0,0,0,6
999,7812,15762,5809.9873,1458001,2942535,0.348512,23.62229,19.841454,209046131,210242148,125,0,0
999,558,564,18.995915,4095.119385,3951.150391,90.928638,6051.212181,182.806422,3460545616,2392017226,71,0,3
7,114,0,111111.1072,50666664,0,0.009,0,0,0,0,0,0,6
7,114,0,125000.0003,57000000,0,0.008,0,0,0,0,0,0,6
7,114,0,333333.3215,152000000,0,0.003,0,0,0,0,0,0,6
999,450,0,0.471032,169.571396,0,2122.9995,4611.1625,0,0,0,0,0,0
999,6640,2790,20.026434,21764.89844,9080.922852,93.875919,4697.762563,124.935227,14662548,1387959353,127,0,1
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,2
999,668,354,22.39807,6345.241211,3267.483154,84.332667,4399.61704,187.612359,3817352251,4182359426,44,0,8
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,1
999,1972,354,18.955486,15833.40527,2765.270752,90.666667,5598.151017,153.933141,917930112,3488840835,44,0,1
999,37172,3380,3651.211181,11450826,1036472.875,0.492333,28.120676,1.145278,1935120894,4081487245,80,0,0
999,210,0,100000.0025,84000000,0,0.01,0,0,0,0,0,0,8
999,998,810,13.186051,4596.280762,3661.954834,135.561997,8136.143414,239.120969,106913952,3844430803,81,0,1
999,724,268,29.513907,10262.96973,3525.928223,48.616778,2479.403782,122.256672,533118774,433816081,45,0,8
999,200,0,166666.6608,133333328,0,0.006,0,0,0,0,0,0,2
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,4
7,114,0,333333.3215,152000000,0,0.003,0,0,0,0,0,0,6
999,164,0,111111.1072,72888888,0,0.009,0,0,0,0,0,0,8
999,564,354,27.140378,6488.146973,3959.302246,69.1,5383.280027,139.471031,2527199009,2675394587,44,0,7
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,3
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,4
999,2542,21006,4743.777361,1161464.125,9607496,0.426385,28.581717,27.801176,2847766839,698472533,500,0,0
2,1614,149371,139.214206,12087.29785,1153480.25,41.087759,2034.421235,1001.768472,4018391188,3789961127,1266,72067,4
999,168,0,333333.3215,224000000,0,0.003,0,0,0,0,0,0,7
999,774,556,25.746307,6438.81543,4486.57373,67.554844,3719.687384,111.239281,3172808003,3721048434,56,0,1
999,2548,268,31.904847,39034.51563,3811.565674,50.936556,2682.451207,131.407344,777581442,2208518232,45,0,1
999,564,354,23.715095,5669.302734,3459.61377,74.315556,5546.62174,133.815875,462923265,2396604824,44,0,7
999,200,0,166666.6608,133333328,0,0.006,0,0,0,0,0,0,2
999,168,0,250000.0006,168000000,0,0.004,0,0,0,0,0,0,7
999,1018,268,47.267317,23116.86914,5646.868652,32.989222,1777.208388,72.895781,1050143954,3794220961,45,0,8
999,564,354,25.17575,6018.485352,3672.697754,75.028111,5481.721996,124.375336,1782955927,255733498,44,0,7
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,3
999,1524,268,23.291311,17043.0293,2782.5354,66.345444,3417.217886,182.551672,4248140362,2928049309,45,0,1
2,1090,50453,117.696114,16309.88867,786880.3125,33.419399,1976.663369,1307.831883,3520178027,2808834921,1147,24064,5
999,200,0,200000.0051,160000000,0,0.005,0,0,0,0,0,0,3
2,1302,268,16.149975,10094.81055,1929.383667,96.318667,5106.424147,254.466859,1102451960,1730706679,45,0,9
999,200,0,200000.0051,160000000,0,0.005,0,0,0,0,0,0,3
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,2
999,200,0,1000000.003,800000000,0,0.001,0,0,0,0,0,0,3
999,180,0,200000.0051,144000000,0,0.005,0,0,0,0,0,0,3
999,200,0,250000.0006,200000000,0,0.004,0,0,0,0,0,0,2
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,1
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,4
999,2334,16920,7994.742852,1988829.125,14434344,0.251943,0,13.338025,2477215683,338811640,445,0,0
999,168,0,166666.6608,112000000,0,0.006,0,0,0,0,0,0,7
7,114,0,111111.1072,50666664,0,0.009,0,0,0,0,0,0,6
999,17066,0,30.579633,12965.76465,0,32.803695,214.227672,0,0,0,0,0,4
999,820,1300,28.056508,9743.860352,15025.08496,67.324444,3740.053467,139.816344,2681678434,2019433688,163,0,2
999,2438,20194,6468.957371,1595564.125,13233639,0.312973,17.935229,17.391272,3726284491,3726611821,505,0,0
5,13825,1720,56.467811,123215.0703,15064.22949,29.922447,1742.146479,53.03384,2918564014,1719000224,86,0,5
999,568,312,24.960953,12152.41895,6675.271973,63.03,89.131516,124.949305,0,0,78,0,0
999,200,0,200000.0051,160000000,0,0.005,0,0,0,0,0,0,3
999,598,354,26.450868,6709.185059,3858.714844,71.411222,4399.7552,119.756906,2237050220,2518756480,44,0,8
999,686,0,111111.1072,304888864,0,0.009,0,0,0,0,0,0,6
2,792,354,4.241338,1423.093628,618.736389,445.352111,31849.69512,922.177875,1429585581,464380794,44,0,7
999,846,268,21.784531,8853.233398,2602.525391,70.981222,3749.757834,181.071687,210468744,2313784826,45,0,3
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,4
999,1076,354,20.559807,9375.271484,2999.312988,83.744333,5202.088265,149.335859,2022466759,956304465,44,0,1
7,114,0,111111.1072,50666664,0,0.009,0,0,0,0,0,0,6
999,200,0,1000000.003,800000000,0,0.001,0,0,0,0,0,0,7
999,200,0,250000.0006,200000000,0,0.004,0,0,0,0,0,0,2
999,1040,0,38.794669,16138.58203,0,25.776736,29.430768,0,0,0,0,0,5
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,4
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,3
999,104,0,250000.0006,104000000,0,0.004,0,0,0,0,0,0,1
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,2
999,2292,268,33.148292,36471.96094,3960.115967,48.053444,2402.647458,114.527484,1146636734,1199164632,45,0,1
999,194,0,90909.0902,70545456,0,0.011,0,0,0,0,0,0,8
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,3
3,1190,1644,40.231925,8502.970703,11751.46484,50.89538,2833.504505,3242.687938,1671334121,2136853856,75,0,5
999,156,0,111111.1072,69333328,0,0.009,0,0,0,0,0,0,2
999,982,354,16.147017,6717.15918,2355.564941,116.852444,6523.415607,212.335016,1731275361,2452588702,44,0,8
999,564,354,20.171913,4822.273926,2942.726074,90.709556,6882.593993,162.91525,2095114252,3983244682,44,0,7
999,1612,268,54.687841,42321.09766,6533.374023,30.370111,1547.250687,64.535535,3246798558,155732333,45,0,1
999,4030,57982,1127.894951,265414.5625,3818467.5,1.78109,106.535448,2.838977,4200505216,2103668707,853,0,0
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,1
999,202,0,111111.1072,89777776,0,0.009,0,0,0,0,0,0,8
999,200,0,250000.0006,200000000,0,0.004,0,0,0,0,0,0,2
999,564,354,25.543052,6106.291992,3726.280518,73.949222,5438.167067,134.536375,2341775754,2897574200,44,0,7
999,794,268,38.900415,14834.02441,4647.302734,39.347333,2114.403294,92.791805,2453111867,2087908115,45,0,8
999,732,268,97.499468,34267.8125,11647.93652,16.720444,921.714472,45.354078,3835905617,1947290997,45,0,8
999,200,0,90909.0902,72727272,0,0.011,0,0,0,0,0,0,3
999,200,0,90909.0902,72727272,0,0.011,0,0,0,0,0,0,3
999,828,1340,24.078843,8453.09082,13291.52148,78.446,4160.397987,144.59625,924850714,1996134354,168,0,2
999,200,0,142857.1409,114285712,0,0.007,0,0,0,0,0,0,3
2,898,268,54.882733,23680.07031,6556.657227,28.348667,1480.415072,61.149516,1181515496,1277330068,45,0,5
999,884,268,60.966438,25882.28516,7283.457031,26.600778,1608.332312,67.080195,2813681834,2446107090,45,0,1
2,820,16248,109.525027,23949.47266,498006.25,27.391,1317.168209,1378.074926,1589593862,4195694586,903,7506,5
7,114,0,111111.1072,50666664,0,0.009,0,0,0,0,0,0,6
2,888,268,52.229869,22284.74414,6239.728516,29.733667,1523.27619,72.518383,2383278622,69107497,45,0,4
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,2
999,578,268,32.968047,9160.72168,3938.582764,47.295444,2607.63243,136.203875,172968558,2068472436,45,0,1
2,16580,354,61.811487,288471.9063,5677.499512,22.990104,2052.295362,106.344961,3137711595,1919006750,44,0,4
999,542,268,46.037546,11982.03906,5499.952148,34.247,1688.522688,87.27843,4264025603,1513557393,45,0,8
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,1
7,114,0,200000.0051,91200000,0,0.005,0,0,0,0,0,0,6
999,180,0,333333.3215,239999984,0,0.003,0,0,0,0,0,0,2
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,7
999,564,354,20.297126,4852.207031,2960.992432,92.961333,6888.317539,165.126313,3494278913,497558409,44,0,7
7,114,0,333333.3215,152000000,0,0.003,0,0,0,0,0,0,6
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,7
999,136,0,71428.57045,38857144,0,0.014,0,0,0,0,0,0,8
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,4
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,1
999,25988,850,71.175275,317878.2813,10084.74609,21.801448,2159.650779,78.92418,3137806873,384012318,53,0,1
999,564,354,26.655669,6372.272949,3888.591797,70.337444,5445.878689,137.222187,2551479160,3809929937,44,0,7
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,3
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,2
999,524,0,166666.6608,349333312,0,0.006,0,0,0,0,0,0,8
999,2854,31360,3577.473516,859209.125,9449762,0.569978,40.649388,39.449532,3987766163,3988075674,653,0,0
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,4
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,7
2,784,1584,66.026343,21936.28125,43064.71094,28.498667,1449.744608,50.178934,1759906638,2350087891,198,375,5
999,500,354,22.290697,4720.382812,3251.819336,81.779444,5001.604883,144.235141,1576877966,2544401091,44,0,8
999,1012,268,47.827514,23237.79492,5713.793457,34.847444,1685.555946,78.069812,2500863847,3936362210,45,0,8
999,18480,0,1.182242,4161.490723,0,845.85075,969.603875,0,0,0,0,0,3
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,3
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,4
999,546,268,32.378666,8496.162109,3868.171143,48.953778,2669.582597,103.419125,3537902026,3082227524,45,0,1
999,822,1172,29.274997,9121.472656,13004.26172,72.113111,4746.093697,112.497711,4277955654,3131301256,117,0,2
999,564,354,19.065841,4557.857422,2781.369873,90.236667,6705.983882,157.644156,2838614199,2722425368,44,0,7
7,114,0,333333.3215,152000000,0,0.003,0,0,0,0,0,0,6
999,200,0,90909.0902,72727272,0,0.011,0,0,0,0,0,0,3
6,1040,19336,71.863627,10771.4082,203192.375,35.11943,1798.718682,1461.292454,2437133406,25791543,604,0,5
999,270,0,0.202574,72.926743,0,4936.461,9053.515,0,0,0,0,0,0
7,114,0,125000.0003,57000000,0,0.008,0,0,0,0,0,0,6
999,892,268,78.765379,33732.58594,9409.836914,19.617889,1055.218033,62.358531,3107969305,4106095080,45,0,8
7,114,0,333333.3215,152000000,0,0.003,0,0,0,0,0,0,6
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,4
999,200,0,90909.0902,72727272,0,0.011,0,0,0,0,0,0,2
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,5
999,888,354,29.049799,10936.39453,4237.853027,65.022444,3714.907186,138.187734,106197996,3701695404,44,0,8
999,502,268,80.918808,19506.82813,9667.100586,18.756,994.11948,58.631168,2038750058,1014184152,45,0,8
999,674,268,36.430403,11793.73633,4352.21875,41.049889,2261.461685,106.487578,4270478063,2938192920,45,0,1
999,376,0,250000.0006,376000000,0,0.004,0,0,0,0,0,0,8
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,2
999,200,0,29411.76419,23529412,0,0.034,0,0,0,0,0,0,3
5,11133,1788,32.554158,59489.60547,9414.385742,53.472148,2932.05596,84.233391,2351359870,4052713687,89,0,5
999,8928,424,200.739872,634032.125,28371.23438,8.047154,892.934951,35.999777,2820514811,3420531175,53,0,0
999,200,0,200000.0051,160000000,0,0.005,0,0,0,0,0,0,3
5,8943,1938,55.531903,84902.10938,18184.84766,32.413799,1718.027049,46.608141,655488022,1905726436,97,0,4
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,3
999,168,0,111111.1072,74666664,0,0.009,0,0,0,0,0,0,7
999,598,354,26.450868,6709.185059,3858.714844,71.411222,4399.7552,119.756906,2237050220,2518756480,44,0,8
999,168,0,333333.3215,224000000,0,0.003,0,0,0,0,0,0,7
7,114,0,1000000.003,456000000,0,0.001,0,0,0,0,0,0,6
999,232,0,125000.0003,116000000,0,0.008,0,0,0,0,0,0,8
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,2
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,5
999,1548,268,30.226152,22472.13672,3611.017578,44.925,2416.489468,110.986625,1259714489,927017238,45,0,5
999,180,0,200000.0051,144000000,0,0.005,0,0,0,0,0,0,3
999,360,0,2.560979,1843.904907,0,390.475656,552.206063,0,0,0,0,0,4
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,4
999,168,0,250000.0006,168000000,0,0.004,0,0,0,0,0,0,7
999,168,0,125000.0003,84000000,0,0.008,0,0,0,0,0,0,7
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,3
2,976,24944,14.935067,2778.688232,73480.53125,200.869543,12997.74222,9840.286876,3357100167,3521968650,959,0,5
999,832,1298,16.819909,5928.522949,8991.725586,112.300778,5897.876054,234.663563,4271167538,3441224165,162,0,2
999,180,0,90909.0902,65454544,0,0.011,0,0,0,0,0,0,2
999,564,354,11.60286,2773.766113,1692.652588,161.134667,11514.51003,311.618469,2202044838,3773049514,44,0,7
7,17078,0,25.611897,30165.91406,0,39.044355,53.99923,0,0,0,0,0,1
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,1
7,114,0,125000.0003,57000000,0,0.008,0,0,0,0,0,0,6
999,564,354,22.637087,5411.595215,3302.351562,81.591889,5900.209204,135.734375,3774342283,522041508,44,0,7
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,2
999,724,268,88.722225,30851.67578,10599.34863,17.765444,955.576013,57.616785,1081979801,1553142192,45,0,8
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,1
999,200,0,90909.0902,72727272,0,0.011,0,0,0,0,0,0,3
999,146,178,2700.270121,525652.5625,640864.125,0.011,0,0,0,0,89,0,0
999,200,0,200000.0051,160000000,0,0.005,0,0,0,0,0,0,1
999,598,268,31.404207,9027.663086,3751.755859,46.211222,2276.961252,109.031445,3599635921,1812280313,45,0,8
7,114,0,111111.1072,50666664,0,0.009,0,0,0,0,0,0,6
7,114,0,166666.6608,76000000,0,0.006,0,0,0,0,0,0,6
999,200,0,90909.0902,72727272,0,0.011,0,0,0,0,0,0,3
2,876,268,71.059402,29901.79688,8489.229492,20.509778,1078.175016,63.730668,1778407388,1621102521,45,0,7
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,4
999,200,0,142857.1409,114285712,0,0.007,0,0,0,0,0,0,4
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,2
999,2688,0,19.546697,10007.90918,0,51.159535,55.640574,0,0,0,0,0,4
999,156,0,111111.1072,69333328,0,0.009,0,0,0,0,0,0,4
999,25898,850,61.061076,271762.5,8651.675781,25.412654,2289.342407,83.387195,2591813380,2396037143,53,0,1
999,808,1256,22.753892,6974.666992,10835.64258,92.673333,5148.396394,162.346438,3065223857,3400461587,126,0,2
7,114,0,250000.0006,114000000,0,0.004,0,0,0,0,0,0,6
999,142,0,250000.0006,142000000,0,0.004,0,0,0,0,0,0,8
999,1098,0,250000.0006,1098000000,0,0.004,0,0,0,0,0,0,1
999,168,0,100000.0025,67200000,0,0.01,0,0,0,0,0,0,7
999,200,0,250000.0006,200000000,0,0.004,0,0,0,0,0,0,3
999,27072,764,97.576915,475086.125,12889.22949,15.195794,1233.120683,54.483918,78589308,2284342460,55,0,1
2,1206,29462,64.709526,15474.32129,396358.0938,51.980546,2785.407305,2300.475456,301433019,938137334,1133,13824,6
7,114,0,333333.3215,152000000,0,0.003,0,0,0,0,0,0,6
2,830,268,16.738867,6668.764648,1999.736694,82.478556,4446.122914,236.013531,3069684804,920840915,45,0,7
999,2854,31458,4065.218293,976351.8125,10771692,0.501133,31.297002,30.182554,2554684402,409555532,655,0,0
2,1200,354,38.181484,19405.17773,5570.004883,48.168222,3513.240576,105.014,3737867290,3526920800,44,0,4
2,1004,268,82.945793,39990.92969,9909.257812,18.482,993.755412,59.985371,1018987028,4185222044,45,0,7
999,200,0,200000.0051,160000000,0,0.005,0,0,0,0,0,0,3
999,912,694,47.442247,12018.70215,8954.285156,37.345998,2031.920777,66.864641,760002949,2261520189,58,0,1
999,200,0,90909.0902,72727272,0,0.011,0,0,0,0,0,0,3
999,686,354,16.666864,4847.116211,2431.401367,111.455222,6148.969607,252.755016,3087656962,3970136429,44,0,8
999,6830,354,15.123734,36544.70313,1786.040894,4378.860788,506772.8351,19801.698,3373552465,1585484148,44,0,1
999,1386,268,81.243126,54075.42578,9705.845703,18.890333,1019.554388,61.354008,3475158761,166505063,45,0,5
999,200,0,142857.1409,114285712,0,0.007,0,0,0,0,0,0,2
999,5008,3080,147.93398,100283.6641,61831.21094,14.258444,831.640935,21.48135,3503577027,1361219847,103,0,0
7,114,0,125000.0003,57000000,0,0.008,0,0,0,0,0,0,6
7,114,0,125000.0003,57000000,0,0.008,0,0,0,0,0,0,6
999,686,268,16.909773,5573.460938,2020.154175,93.946778,5128.875266,261.679156,4164690189,757831687,45,0,8
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,4
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,3
2,772,3188,81.213811,26561.69336,106628.9531,23.258222,1166.159483,57.591105,1017628140,957860286,399,1189,5
2,864,268,53.578893,22231.66797,6400.891602,26.525111,1327.923444,60.277816,2268374635,531761310,45,0,7
999,1084,820,15.077033,5709.169922,4238.800293,126.622452,7018.066572,264.986469,400202663,216341289,82,0,1
999,200,0,90909.0902,72727272,0,0.011,0,0,0,0,0,0,3
999,544,268,31.727231,8291.382812,3790.346436,52.429667,2641.925853,102.384578,1643057733,1127011524,45,0,8
3,948,682,10.59234,2986.192627,2121.857666,175.591851,10583.09265,284.098375,107872913,3451025810,57,0,1
2,792,1092,59.260292,19883.57031,26660.16016,31.874444,1552.874216,54.585074,3161975576,4192948733,137,145,5
999,176,0,31250.00008,22000000,0,0.032,0,0,0,0,0,0,8
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,2
7,114,0,142857.1409,65142856,0,0.007,0,0,0,0,0,0,6
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,4
999,582,268,44.046395,12309.49902,5262.076172,33.164667,1767.236018,72.843945,323032864,268632344,45,0,8
999,1580,10168,28.866062,11538.46191,76477.14844,91.298997,9524.228212,7674.604514,218189352,2368850551,565,0,0
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,4
999,146,178,2650.176667,515901.0625,628975.25,0.011,0,0,0,0,89,0,0
999,564,354,2.167438,518.145081,316.190918,871.484778,57527.96972,1741.341875,3489090648,1204992384,44,0,7
999,2854,31458,4902.736202,1177500.125,12990880,0.414444,26.046652,25.468769,453414069,2603317514,655,0,0
999,200,0,90909.0902,72727272,0,0.011,0,0,0,0,0,0,2
999,168,0,333333.3215,224000000,0,0.003,0,0,0,0,0,0,7
999,168,0,250000.0006,168000000,0,0.004,0,0,0,0,0,0,7
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,3
7,114,0,333333.3215,152000000,0,0.003,0,0,0,0,0,0,6
999,200,0,200000.0051,160000000,0,0.005,0,0,0,0,0,0,7
999,1132,354,35.804172,17169.1543,5223.196777,52.756111,3416.038987,126.330883,3561591663,361085875,44,0,8
999,912,780,39.028067,9205.240234,7805.613281,48.172933,3086.65653,85.393594,1301905013,857417528,56,0,1
999,564,354,10.428693,2493.071045,1521.362305,178.656667,11730.69892,324.720156,1158791675,3223960592,44,0,7
999,880,268,33.229068,14035.95898,3969.766113,44.117556,2284.246923,115.360133,713001439,2555559841,45,0,3
999,200,0,142857.1409,114285712,0,0.007,0,0,0,0,0,0,2
7,114,0,125000.0003,57000000,0,0.008,0,0,0,0,0,0,6
999,84,138,0.097147,8.70435,14.300004,25734.168,2100.499,2100.49225,0,0,46,0,0
999,906,642,26.595875,6698.220703,4641.472656,65.931733,4136.218239,111.809836,1258417034,1861326690,54,0,1
999,3728,5474,384.884521,202211.3281,293687.875,4.609677,389.775531,12.937775,3565762147,1420702775,228,0,0
999,200,0,200000.0051,160000000,0,0.005,0,0,0,0,0,0,2
999,564,354,7.913576,1891.810303,1154.451172,232.711222,14004.53488,487.100062,617738850,2260124028,44,0,8
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,7
7,114,0,250000.0006,114000000,0,0.004,0,0,0,0,0,0,6
2,788,1296,58.021272,19385.93164,30962.88086,32.555111,1643.163227,54.473203,2125656417,647070537,162,229,5
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,5
999,200,0,62500.00016,50000000,0,0.016,0,0,0,0,0,0,2
3,1112,1638,45.955778,9478.098633,14024.3584,46.955893,2619.787055,2242.9046,547587873,2689179862,74,0,5
999,3024,0,21.700656,18749.36719,0,46.081555,57.727293,0,0,0,0,0,4
999,700,268,59.237259,19903.71875,7076.87793,25.836333,1368.779667,58.167551,18819998,1857625698,45,0,8
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,4
999,400,0,2.405949,1924.759521,0,415.636344,587.788625,0,0,0,0,0,5
7,114,0,111111.1072,50666664,0,0.009,0,0,0,0,0,0,6
999,180,0,333333.3215,239999984,0,0.003,0,0,0,0,0,0,4
999,200,0,111111.1072,88888888,0,0.009,0,0,0,0,0,0,4
999,168,0,125000.0003,84000000,0,0.008,0,0,0,0,0,0,7
999,642,268,77.848073,23997.9668,9300.25,20.346778,1057.041042,62.668457,1358663438,3155735211,45,0,8
999,320,6164,21.484585,3824.256104,75683.03125,21.5302,1514.221684,5980.955137,3518781098,4148795212,881,0,0
999,1172,792,13.368235,5474.610352,3631.067139,142.72146,9602.576653,224.818141,3601934376,3549115311,79,0,1
999,1076,732,15.348995,6378.719238,4142.612793,105.846089,5576.357337,175.548594,389256007,2620745252,92,0,1
8,136,0,166666.6608,90666664,0,0.006,0,0,0,0,0,0,4
999,250,0,142857.1409,142857136,0,0.007,0,0,0,0,0,0,8
999,1064,0,166666.6608,709333312,0,0.006,0,0,0,0,0,0,1
7,114,0,125000.0003,57000000,0,0.008,0,0,0,0,0,0,6
999,180,0,333333.3215,239999984,0,0.003,0,0,0,0,0,0,5
3,1592,682,38.675223,19640.28711,8421.109375,54.063271,2587.299552,62.068387,3722891913,372192336,57,0,1
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,4
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,1
999,1612,268,45.921273,35536.94141,5486.061523,33.594667,1746.075759,89.380844,889735689,2123702202,45,0,1
999,200,0,100000.0025,80000000,0,0.01,0,0,0,0,0,0,3
7,114,0,111111.1072,50666664,0,0.009,0,0,0,0,0,0,6
999,2580,2130,13.727547,7690.563965,6266.036621,134.139735,6812.897999,239.903766,2105621895,1304801649,133,0,4
999,200,0,500000.0013,400000000,0,0.002,0,0,0,0,0,0,7
999,1582,354,9.676872,6484.643066,1411.684937,189.104333,13158.30448,339.261281,3961279438,2438449194,44,0,5
999,168,0,111111.1072,74666664,0,0.009,0,0,0,0,0,0,7
7,216,0,333333.3215,288000000,0,0.003,0,0,0,0,0,0,7
999,320,1894,69.467826,11414.09766,70878.55469,37.369,2633.001582,65.050504,3780505406,2711842842,237,0,0
999,564,354,26.573628,6352.660156,3876.623291,70.533889,5533.631905,138.924062,3326013670,1134801496,44,0,7
999,168,0,76923.07779,51692308,0,0.013,0,0,0,0,0,0,7
999,1028,822,4242.575482,1796855.5,1477414.5,0.513857,32.478598,0.668073,1995119353,1996154427,82,0,0
999,200,0,90909.0902,72727272,0,0.011,0,0,0,0,0,0,3
999,528,304,4065.040751,1839721.25,1059233.5,0.435333,0.609997,0.308064,0,0,76,0,0
999,200,0,250000.0006,200000000,0,0.004,0,0,0,0,0,0,3
999,200,0,142857.1409,114285712,0,0.007,0,0,0,0,0,0,2
999,232,0,83333.33039,77333328,0,0.012,0,0,0,0,0,0,8
7,114,0,125000.0003,57000000,0,0.008,0,0,0,0,0,0,6
2,2032,622,1.013823,474.592224,142.058151,1712.136316,226544.7112,8299.3925,1045111448,485397762,44,0,1
999,142,0,166666.6608,94666664,0,0.006,0,0,0,0,0,0,8
999,200,0,333333.3215,266666656,0,0.003,0,0,0,0,0,0,4
2,820,268,85.385427,33607.70313,10200.71191,18.352444,989.034453,59.430559,3857509595,1554234872,45,0,7
999,200,0,125000.0003,100000000,0,0.008,0,0,0,0,0,0,4
