,dst_host_count,flag_S3,dst_host_srv_count,hot,same_srv_rate,Protocol_type_tcp,dst_host_same_src_port_rate,dst_host_rerror_rate,count,dst_host_serror_rate,srv_count,Protocol_type_icmp,label
5699,0.015686275,0,0.219607843,0,1,0,1,0,0.001956947,0,0.048923679,1,6
5700,0.015686275,0,0.266666667,0,1,0,1,0,0.001956947,0,0.015655577,1,6
5701,0.007843137,0,0.462745098,0,1,0,1,0,0.001956947,0,0.007827789,1,6
5702,0.015686275,0,0.643137255,0,1,0,1,0,0.001956947,0,0.062622309,1,6
5703,0.796078431,0,0.003921569,0,1,1,0.96,0,0.001956947,0.96,0.001956947,0,6
5704,0.015686275,0,0.752941176,0,1,0,1,0,0.001956947,0,0.084148728,1,6
5705,0.011764706,0,0.51372549,0,1,0,1,0,0.001956947,0,0.076320939,1,6
5706,0.015686275,0,0.062745098,0,1,0,1,0,0.001956947,0,0.084148728,1,6
5707,0.164705882,0,0.003921569,0,1,1,0.81,0,0.001956947,0.81,0.001956947,0,6
5708,0.003921569,0,0.678431373,0,1,0,1,0,0.001956947,0,0.068493151,1,6
5709,0.88627451,0,0.141176471,0,1,0,0.16,0,0.005870841,0,0.005870841,0,6
5710,0.819607843,0,0.694117647,0,1,0,0.85,0,0.001956947,0,0.001956947,0,6
5711,0.015686275,0,0.847058824,0,1,0,1,0,0.001956947,0,0.088062622,1,6
5712,1,0,0.003921569,0,1,1,1,0,0.001956947,1,0.001956947,0,6
5713,1,0,0.003921569,0,1,1,1,0,0.001956947,1,0.001956947,0,6
5714,0.894117647,0,0.149019608,0,1,0,0.17,0,0.003913894,0,0.003913894,0,6
5715,0.015686275,0,0.501960784,0,1,0,1,0,0.001956947,0,0.056751468,1,6
5716,0.007843137,0,0.31372549,0,1,0,1,0,0.001956947,0,0.003913894,1,6
5717,0.396078431,0,0.003921569,0,1,1,0.92,0,0.001956947,0.92,0.001956947,0,6
5718,0.541176471,0,0.003921569,0,1,1,0.94,0,0.001956947,0.94,0.001956947,0,6
5719,0.003921569,0,0.584313725,0,1,0,1,0,0.001956947,0,0.054794521,1,6
5720,0.015686275,0,0.31372549,0,1,0,1,0,0.001956947,0,0.021526419,1,6
5721,1,0,0.003921569,0,1,1,1,0,0.001956947,1,0.001956947,0,6
5722,0.015686275,0,1,0,1,0,1,0,0.001956947,0,0.005870841,1,6
5723,0.011764706,0,0.51372549,0,1,0,1,0,0.001956947,0,0.052837573,1,6
5724,0.007843137,0,0.160784314,0,1,0,1,0,0.001956947,0,0.037181996,1,6
5725,0.325490196,0,0.050980392,0,1,0,0.16,0,0.001956947,0,0.001956947,0,6
5726,1,0,0.003921569,0,1,1,1,0,0.001956947,1,0.001956947,0,6
5727,0.015686275,0,0.674509804,0,1,0,1,0,0.001956947,0,0.066536204,1,6
5728,0.007843137,0,0.415686275,0,1,0,1,0,0.001956947,0,0.062622309,1,6
5729,0.658823529,0,0.564705882,0,1,0,0.86,0,0.003913894,0,0.003913894,0,6
5730,0.470588235,0,0.003921569,0,1,1,0.93,0,0.001956947,0.93,0.001956947,0,6
5731,0.011764706,0,0.811764706,0,1,0,1,0,0.001956947,0,0.091976517,1,6
5732,0.129411765,0,0.003921569,0,1,1,0.76,0,0.001956947,0.76,0.001956947,0,6
5733,0.003921569,0,0.035294118,0,1,0,1,0,0.001956947,0,0.082191781,1,6
5734,0.831372549,0,0.705882353,0,1,0,0.85,0,0.003913894,0,0.003913894,0,6
5735,0.007843137,0,0.541176471,0,1,0,1,0,0.001956947,0,0.048923679,1,6
5736,0.011764706,0,0.419607843,0,1,0,1,0,0.001956947,0,0.066536204,1,6
5737,0.011764706,0,0.764705882,0,1,0,1,0,0.001956947,0,0.076320939,1,6
5738,0.007843137,0,0.682352941,0,1,0,1,0,0.001956947,0,0.035225049,1,6
5739,0.721568627,0,0.003921569,0,1,1,0.96,0,0.001956947,0.96,0.001956947,0,6
5740,0.003921569,0,0.631372549,0,1,0,1,0,0.001956947,0,0.031311155,1,6
5741,0.011764706,0,0.607843137,0,1,0,1,0,0.001956947,0,0.068493151,1,6
5742,0.623529412,0,0.529411765,0,1,0,0.85,0,0.001956947,0,0.001956947,0,6
5743,0.082352941,0,0.003921569,0,1,1,0.62,0,0.001956947,0.62,0.001956947,0,6
5744,0.015686275,0,0.31372549,0,1,0,1,0,0.001956947,0,0.033268102,1,6
5745,0.007843137,0,0.603921569,0,1,0,1,0,0.001956947,0,0.033268102,1,6
5746,0.011764706,0,0.058823529,0,1,0,1,0,0.001956947,0,0.095890411,1,6
5747,0.015686275,0,0.658823529,0,1,0,1,0,0.001956947,0,0.068493151,1,6
5748,0.011764706,0,0.309803922,0,1,0,1,0,0.001956947,0,0.021526419,1,6
5749,0.458823529,0,0.003921569,0,1,1,0.93,0,0.001956947,0.93,0.001956947,0,6
5750,0.098039216,0,0.098039216,0,1,0,1,0,0.001956947,0,0.001956947,0,6
5751,0.423529412,0,0.360784314,0,1,0,0.85,0,0.003913894,0,0.003913894,0,6
5752,0.015686275,0,0.407843137,0,1,0,1,0,0.001956947,0,0.01369863,1,6
5753,0.011764706,0,0.239215686,0,1,0,1,0,0.001956947,0,0.001956947,1,6
5754,0.035294118,0,0.003921569,0,0.33,1,0.22,0,0.005870841,0.22,0.001956947,0,6
5755,1,0,0.003921569,0,1,1,1,0,0.001956947,1,0.001956947,0,6
5756,0.015686275,0,0.8,0,1,0,1,0,0.001956947,0,0.090019569,1,6
5757,0.007843137,0,0.619607843,0,1,0,1,0,0.001956947,0,0.099804305,1,6
5758,0.031372549,0,0.031372549,0,1,0,1,0,0.003913894,0,0.003913894,0,6
5759,0.160784314,0,0.129411765,0,1,0,0.8,0,0.001956947,0,0.001956947,0,6
5760,0.007843137,0,0.698039216,0,1,0,1,0,0.001956947,0,0.017612524,1,6
5761,0.003921569,0,0.662745098,0,1,0,1,0,0.001956947,0,0.019569472,1,6
5762,0.650980392,0,0.003921569,0,1,1,0.95,0,0.001956947,0.95,0.001956947,0,6
5763,0.298039216,0,0.266666667,0,1,0,0.89,0,0.003913894,0,0.003913894,0,6
5764,0.007843137,0,1,0,1,0,1,0,0.001956947,0,0.072407045,1,6
5765,0.015686275,0,1,0,1,0,1,0,0.001956947,0,0.007827789,1,6
5766,0.015686275,0,0.737254902,0,1,0,1,0,0.001956947,0,0.076320939,1,6
5767,0.760784314,0,0.635294118,0,1,0,0.84,0,0.003913894,0,0.003913894,0,6
5768,0.007843137,0,0.525490196,0,1,0,1,0,0.001956947,0,0.050880626,1,6
5769,1,0,0.003921569,0,1,1,1,0,0.001956947,1,0.001956947,0,6
5770,0.011764706,0,0.654901961,0,1,0,1,0,0.001956947,0,0.037181996,1,6
5771,0.003921569,0,0.082352941,0,1,0,1,0,0.001956947,0,0.095890411,1,6
5772,0.294117647,0,0.262745098,0,1,0,0.89,0,0.001956947,0,0.001956947,0,6
5773,0.003921569,0,0.129411765,0,1,0,1,0,0.001956947,0,0.072407045,1,6
5774,0.015686275,0,0.345098039,0,1,0,1,0,0.001956947,0,0.039138943,1,6
5775,0.533333333,0,0.003921569,0,1,1,0.94,0,0.001956947,0.94,0.001956947,0,6
5776,0.003921569,0,0.756862745,0,1,0,1,0,0.001956947,0,0.060665362,1,6
5777,0.003921569,0,0.223529412,0,1,0,1,0,0.001956947,0,0.084148728,1,6
5778,0.580392157,0,0.003921569,0,1,1,0.95,0,0.001956947,0.95,0.001956947,0,6
5779,0.007843137,0,0.525490196,0,1,0,1,0,0.001956947,0,0.082191781,1,6
5780,0.007843137,0,0.164705882,0,1,0,1,0,0.001956947,0,0.01369863,1,6
5781,0.015686275,0,0.674509804,0,1,0,1,0,0.001956947,0,0.076320939,1,6
5782,0.011764706,0,0.435294118,0,1,0,1,0,0.001956947,0,0.048923679,1,6
5783,0.011764706,0,0.356862745,0,1,0,1,0,0.001956947,0,0.04109589,1,6
5784,0.011764706,0,0.466666667,0,1,0,1,0,0.001956947,0,0.058708415,1,6
5785,0.007843137,0,0.321568627,0,1,0,1,0,0.001956947,0,0.097847358,1,6
5786,0.796078431,0,0.670588235,0,1,0,0.84,0,0.001956947,0,0.001956947,0,6
5787,0.733333333,0,0.607843137,0,1,0,0.83,0,0.001956947,0,0.001956947,0,6
5788,0.274509804,0,0.003921569,0,1,1,0.89,0,0.001956947,0.89,0.001956947,0,6
5789,0.007843137,0,0.22745098,0,1,0,1,0,0.001956947,0,0.086105675,1,6
5790,0.007843137,0,0.854901961,0,1,0,1,0,0.001956947,0,0.054794521,1,6
5791,0.011764706,0,0.545098039,0,1,0,1,0,0.001956947,0,0.048923679,1,6
5792,0.011764706,0,0.529411765,0,1,0,1,0,0.001956947,0,0.078277886,1,6
5793,0.678431373,0,0.003921569,0,1,1,0.95,0,0.001956947,0.95,0.001956947,0,6
5794,0.007843137,0,0.239215686,0,1,0,1,0,0.001956947,0,0.054794521,1,6
5795,0.462745098,0,0.003921569,0,1,1,0.93,0,0.001956947,0.93,0.001956947,0,6
5796,0.007843137,0,0.541176471,0,1,0,1,0,0.001956947,0,0.04109589,1,6
5797,0.188235294,0,0.003921569,0,1,1,0.83,0,0.001956947,0.83,0.001956947,0,6
5798,0.003921569,0,0.835294118,0,1,0,1,0,0.001956947,0,0.052837573,1,6
5799,0.792156863,0,0.003921569,0,1,1,0.96,0,0.001956947,0.96,0.001956947,0,6
5800,0.28627451,0,0.254901961,0,1,0,0.89,0,0.001956947,0,0.001956947,0,6
5801,0.015686275,0,0.517647059,0,1,0,1,0,0.001956947,0,0.052837573,1,6
5802,0.003921569,0,0.662745098,0,1,0,1,0,0.001956947,0,0.064579256,1,6
5803,0.007843137,0,0.08627451,0,1,0,1,0,0.001956947,0,0.015655577,1,6
5804,0.207843137,0,0.176470588,0,1,0,0.85,0,0.001956947,0,0.001956947,0,6
5805,0.011764706,0,0.733333333,0,1,0,1,0,0.001956947,0,0.074363992,1,6
5806,0.674509804,0,0.580392157,0,1,0,0.86,0,0.003913894,0,0.003913894,0,6
5807,0.007843137,0,0.462745098,0,1,0,1,0,0.001956947,0,0.048923679,1,6
5808,0.007843137,0,0.239215686,0,1,0,1,0,0.001956947,0,0.031311155,1,6
5809,0.133333333,0,0.003921569,0,1,1,0.76,0,0.001956947,0.76,0.001956947,0,6
5810,0.831372549,0,0.003921569,0,1,1,0.96,0,0.001956947,0.96,0.001956947,0,6
5811,1,0,0.003921569,0,1,1,1,0,0.001956947,1,0.001956947,0,6
5812,0.007843137,0,0.039215686,0,1,0,1,0,0.001956947,0,0.088062622,1,6
5813,0.011764706,0,0.239215686,0,1,0,1,0,0.001956947,0,0.007827789,1,6
5814,0.003921569,0,0.552941176,0,1,0,1,0,0.001956947,0,0.050880626,1,6
5815,0.701960784,0,0.003921569,0,1,1,0.96,0,0.001956947,0.96,0.001956947,0,6
5816,0.776470588,0,0.003921569,0,1,1,0.96,0,0.001956947,0.96,0.001956947,0,6
5817,0.011764706,0,1,0,1,0,1,0,0.001956947,0,0.101761252,1,6
5818,0.015686275,0,0.141176471,0,1,0,1,0,0.001956947,0,0.011741683,1,6
5819,0.51372549,0,0.082352941,0,1,0,0.16,0,0.001956947,0,0.001956947,0,6
5820,0.003921569,0,0.380392157,0,1,0,1,0,0.001956947,0,0.101761252,1,6
5821,0.015686275,0,0.239215686,0,1,0,1,0,0.001956947,0,0.015655577,1,6
5822,0.011764706,0,0.325490196,0,1,0,1,0,0.001956947,0,0.039138943,1,6
5823,0.988235294,0,0.003921569,0,1,1,0.97,0,0.001956947,0.97,0.001956947,0,6
5824,0.015686275,0,0.690196078,0,1,0,1,0,0.001956947,0,0.078277886,1,6
5825,0.964705882,0,0.003921569,0,1,1,0.97,0,0.001956947,0.97,0.001956947,0,6
5826,0.011764706,0,0.37254902,0,1,0,1,0,0.001956947,0,0.068493151,1,6
5827,0.003921569,0,0.364705882,0,1,0,1,0,0.001956947,0,0.009784736,1,6
5828,0.015686275,0,0.203921569,0,1,0,1,0,0.001956947,0,0.019569472,1,6
5829,0.003921569,0,0.003921569,0,1,0,1,0,0.001956947,0,0.001956947,1,6
5830,0.003921569,0,0.129411765,0,1,0,1,0,0.001956947,0,0.043052838,1,6
5831,1,0,0.003921569,0,1,1,1,0,0.001956947,1,0.001956947,0,6
5832,0.003921569,0,1,0,1,0,1,0,0.001956947,0,0.082191781,1,6
5833,0.392156863,0,0.329411765,0,1,0,0.84,0,0.003913894,0,0.003913894,0,6
5834,0.011764706,0,0.68627451,0,1,0,1,0,0.001956947,0,0.033268102,1,6
5835,0.176470588,0,0.003921569,0,1,1,0.82,0,0.001956947,0.82,0.001956947,0,6
5836,0.011764706,0,0.529411765,0,1,0,1,0,0.001956947,0,0.060665362,1,6
5837,0.011764706,0,0.403921569,0,1,0,1,0,0.001956947,0,0.064579256,1,6
5838,0.003921569,0,0.364705882,0,1,0,1,0,0.001956947,0,0.099804305,1,6
5839,0.149019608,0,0.031372549,0,1,0,0.21,0,0.005870841,0,0.005870841,0,6
5840,0.007843137,0,0.776470588,0,1,0,1,0,0.001956947,0,0.045009785,1,6
5841,0.011764706,0,0.529411765,0,1,0,1,0,0.001956947,0,0.050880626,1,6
5842,1,0,0.003921569,0,1,1,1,0,0.001956947,1,0.001956947,0,6
5843,0.231372549,0,0.2,0,1,0,0.86,0,0.001956947,0,0.001956947,0,6
5844,0.015686275,0,0.31372549,0,1,0,1,0,0.001956947,0,0.025440313,1,6
5845,0.239215686,0,0.003921569,0,1,1,0.87,0,0.001956947,0.87,0.001956947,0,6
5846,0.015686275,0,0.909803922,0,1,0,1,0,0.001956947,0,0.086105675,1,6
5847,0.180392157,0,0.003921569,0,1,1,0.83,0,0.001956947,0.83,0.001956947,0,6
5848,0.596078431,0,0.003921569,0,1,1,0.95,0,0.001956947,0.95,0.001956947,0,6
5849,0.952941176,0,0.003921569,0,1,1,0.97,0,0.001956947,0.97,0.001956947,0,6
5850,0.007843137,0,0.71372549,0,1,0,1,0,0.001956947,0,0.015655577,1,6
5851,0.843137255,0,0.717647059,0,1,0,0.85,0,0.001956947,0,0.001956947,0,6
5852,0.015686275,0,0.48627451,0,1,0,1,0,0.001956947,0,0.078277886,1,6
5853,0.011764706,0,0.058823529,0,1,0,1,0,0.001956947,0,0.086105675,1,6
5854,0.007843137,0,0.556862745,0,1,0,1,0,0.001956947,0,0.015655577,1,6
5855,0.682352941,0,0.588235294,0,1,0,0.86,0,0.003913894,0,0.003913894,0,6
5856,0.568627451,0,0.474509804,0,1,0,0.83,0,0.001956947,0,0.001956947,0,6
5857,0.309803922,0,0.003921569,0,1,1,0.9,0,0.001956947,0.9,0.001956947,0,6
5858,0.007843137,0,0.305882353,0,1,0,1,0,0.001956947,0,0.099804305,1,6
5859,0.509803922,0,0.003921569,0,1,1,0.94,0,0.001956947,0.94,0.001956947,0,6
5860,0.011764706,0,0.31372549,0,1,0,1,0,0.001956947,0,0.068493151,1,6
5861,0.011764706,0,0.121568627,0,1,0,1,0,0.001956947,0,0.011741683,1,6
5862,0.015686275,0,0.988235294,0,1,0,1,0,0.001956947,0,0.095890411,1,6
5863,0.003921569,0,0.42745098,0,1,0,1,0,0.001956947,0,0.046966732,1,6
5864,0.015686275,0,0.674509804,0,1,0,1,0,0.001956947,0,0.070450098,1,6
5865,0.003921569,0,0.819607843,0,1,0,1,0,0.001956947,0,0.050880626,1,6
5866,0.015686275,0,0.580392157,0,1,0,1,0,0.001956947,0,0.066536204,1,6
5867,0.266666667,0,0.235294118,0,1,0,0.88,0,0.003913894,0,0.003913894,0,6
5868,0.003921569,0,0.960784314,0,1,0,1,0,0.001956947,0,0.066536204,1,6
5869,0.003921569,0,0.725490196,0,1,0,1,0,0.001956947,0,0.048923679,1,6
5870,0.015686275,0,0.549019608,0,1,0,1,0,0.001956947,0,0.084148728,1,6
5871,0.011764706,0,0.607843137,0,1,0,1,0,0.001956947,0,0.101761252,1,6
5872,0.003921569,0,0.741176471,0,1,0,1,0,0.001956947,0,0.043052838,1,6
5873,1,0,0.003921569,0,1,1,1,0,0.001956947,1,0.001956947,0,6
5874,0.003921569,0,0.349019608,0,1,0,1,0,0.001956947,0,0.097847358,1,6
5875,0.364705882,0,0.003921569,0,1,1,0.91,0,0.001956947,0.91,0.001956947,0,6
5876,0.650980392,0,0.556862745,0,1,0,0.86,0,0.003913894,0,0.003913894,0,6
5877,0.011764706,0,0.160784314,0,1,0,1,0,0.001956947,0,0.019569472,1,6
5878,0.011764706,0,0.356862745,0,1,0,1,0,0.001956947,0,0.070450098,1,6
5879,0.007843137,0,0.239215686,0,1,0,1,0,0.001956947,0,0.084148728,1,6
5880,0.058823529,0,0.058823529,0,1,0,1,0,0.001956947,0,0.001956947,0,6
5881,0.011764706,0,1,0,1,0,1,0,0.001956947,0,0.097847358,1,6
5882,0.015686275,0,0.392156863,0,1,0,1,0,0.001956947,0,0.011741683,1,6
5883,0.48627451,0,0.423529412,0,1,0,0.87,0,0.003913894,0,0.003913894,0,6
5884,0.011764706,0,0.482352941,0,1,0,1,0,0.001956947,0,0.054794521,1,6
5885,0.007843137,0,0.666666667,0,1,0,1,0,0.001956947,0,0.025440313,1,6
5886,0.980392157,0,0.823529412,0,1,0,0.84,0,0.003913894,0,0.003913894,0,6
5887,0.007843137,0,0.211764706,0,1,0,1,0,0.001956947,0,0.033268102,1,6
5888,0.015686275,0,0.737254902,0,1,0,1,0,0.001956947,0,0.072407045,1,6
5889,0.525490196,0,0.094117647,0,1,0,0.18,0,0.005870841,0,0.005870841,0,6
5890,0.011764706,0,0.670588235,0,1,0,1,0,0.001956947,0,0.066536204,1,6
5891,0.015686275,0,0.109803922,0,1,0,1,0,0.001956947,0,0.009784736,1,6
5892,0.807843137,0,0.003921569,0,1,1,0.96,0,0.001956947,0.96,0.001956947,0,6
5893,0.011764706,0,0.184313725,0,1,0,1,0,0.001956947,0,0.005870841,1,6
5894,0.337254902,0,0.062745098,0,1,0,0.19,0,0.005870841,0,0.005870841,0,6
5895,0.007843137,0,0.117647059,0,1,0,1,0,0.001956947,0,0.074363992,1,6
5896,0.011764706,0,0.545098039,0,1,0,1,0,0.001956947,0,0.052837573,1,6
5897,0.003921569,0,0.6,0,1,0,1,0,0.001956947,0,0.056751468,1,6
5898,0.007843137,0,0.839215686,0,1,0,1,0,0.001956947,0,0.052837573,1,6
5899,0.007843137,0,0.070588235,0,1,0,1,0,0.001956947,0,0.017612524,1,6
5900,0.839215686,0,0.71372549,0,1,0,0.85,0,0.003913894,0,0.003913894,0,6
5901,0.431372549,0,0.368627451,0,1,0,0.85,0,0.003913894,0,0.003913894,0,6
5902,0.003921569,0,0.239215686,0,1,0,1,0,0.001956947,0,0.037181996,1,6
5903,0.443137255,0,0.380392157,0,1,0,0.86,0,0.001956947,0,0.001956947,0,6
5904,0.011764706,0,0.576470588,0,1,0,1,0,0.001956947,0,0.046966732,1,6
5905,0.015686275,0,0.031372549,0,1,0,1,0,0.001956947,0,0.090019569,1,6
5906,0.003921569,0,0.584313725,0,1,0,1,0,0.001956947,0,0.037181996,1,6
5907,0.011764706,0,0.654901961,0,1,0,1,0,0.001956947,0,0.074363992,1,6
5908,1,0,0.003921569,0,1,1,1,0,0.001956947,1,0.001956947,0,6
5909,0.007843137,0,0.509803922,0,1,0,1,0,0.001956947,0,0.052837573,1,6
5910,0.003921569,0,0.239215686,0,1,0,1,0,0.001956947,0,0.019569472,1,6
5911,0.015686275,0,0.470588235,0,1,0,1,0,0.001956947,0,0.046966732,1,6
5912,0.015686275,0,0.015686275,0,1,0,1,0,0.001956947,0,0.088062622,1,6
5913,0.949019608,0,0.792156863,0,1,0,0.83,0,0.003913894,0,0.003913894,0,6
5914,0.003921569,0,0.31372549,0,1,0,1,0,0.001956947,0,0.023483366,1,6
5915,0.007843137,0,0.337254902,0,1,0,1,0,0.001956947,0,0.062622309,1,6
5916,0.015686275,0,0.078431373,0,1,0,1,0,0.001956947,0,0.095890411,1,6
5917,0.615686275,0,0.521568627,0,1,0,0.85,0,0.001956947,0,0.001956947,0,6
5918,1,0,0.003921569,0,1,1,1,0,0.001956947,1,0.001956947,0,6
5919,0.019607843,0,0.019607843,0,1,0,1,0,0.001956947,0,0.001956947,1,6
5920,0.015686275,0,0.454901961,0,1,0,1,0,0.001956947,0,0.001956947,1,6
5921,0.141176471,0,0.003921569,0,1,1,0.78,0,0.001956947,0.78,0.001956947,0,6
5922,0.007843137,0,0.823529412,0,1,0,1,0,0.001956947,0,0.021526419,1,6
5923,0.011764706,0,0.262745098,0,1,0,1,0,0.001956947,0,0.021526419,1,6
5924,0.007843137,0,0.431372549,0,1,0,1,0,0.001956947,0,0.050880626,1,6
5925,0.011764706,0,0.003921569,0,1,0,0.33,0,0.001956947,0,0.001956947,1,6
5926,0.219607843,0,0.188235294,0,1,0,0.86,0,0.003913894,0,0.003913894,0,6
5927,0.007843137,0,0.603921569,0,1,0,1,0,0.001956947,0,0.043052838,1,6
5928,0.003921569,0,0.066666667,0,1,0,1,0,0.001956947,0,0.093933464,1,6
5929,0.003921569,0,0.31372549,0,1,0,1,0,0.001956947,0,0.031311155,1,6
5930,0.905882353,0,0.003921569,0,1,1,0.97,0,0.001956947,0.97,0.001956947,0,6
5931,0.015686275,0,0.266666667,0,1,0,1,0,0.001956947,0,0.019569472,1,6
5932,0.003921569,0,0.066666667,0,1,0,1,0,0.001956947,0,0.035225049,1,6
5933,0.858823529,0,0.003921569,0,1,1,0.96,0,0.001956947,0.96,0.001956947,0,6
5934,0.007843137,0,0.792156863,0,1,0,1,0,0.001956947,0,0.046966732,1,6
5935,0.243137255,0,0.003921569,0,1,1,0.87,0,0.001956947,0.87,0.001956947,0,6
5936,0.466666667,0,0.403921569,0,1,0,0.87,0,0.001956947,0,0.001956947,0,6
5937,0.003921569,0,0.239215686,0,1,0,1,0,0.001956947,0,0.101761252,1,6
5938,0.011764706,0,0.31372549,0,1,0,1,0,0.001956947,0,0.02739726,1,6
5939,0.007843137,0,1,0,1,0,1,0,0.001956947,0,0.080234834,1,6
5940,0.015686275,0,0.705882353,0,1,0,1,0,0.001956947,0,0.080234834,1,6
5941,0.874509804,0,0.129411765,0,1,0,0.15,0,0.001956947,0,0.001956947,0,6
5942,0.552941176,0,0.458823529,0,1,0,0.83,0,0.001956947,0,0.001956947,0,6
5943,0.388235294,0,0.003921569,0,1,1,0.92,0,0.001956947,0.92,0.001956947,0,6
5944,0.007843137,0,0.4,0,1,0,1,0,0.001956947,0,0.064579256,1,6
5945,0.007843137,0,0.239215686,0,1,0,1,0,0.001956947,0,0.050880626,1,6
5946,0.007843137,0,0.666666667,0,1,0,1,0,0.001956947,0,0.021526419,1,6
5947,0.015686275,0,0.392156863,0,1,0,1,0,0.001956947,0,0.050880626,1,6
5948,0.003921569,0,1,0,1,0,1,0,0.001956947,0,0.074363992,1,6
5949,0.011764706,0,1,0,1,0,1,0,0.001956947,0,0.033268102,1,6
5950,0.003921569,0,0.458823529,0,1,0,1,0,0.001956947,0,0.04109589,1,6
5951,0.011764706,0,0.749019608,0,1,0,1,0,0.001956947,0,0.074363992,1,6
5952,0.015686275,0,0.674509804,0,1,0,1,0,0.001956947,0,0.045009785,1,6
5953,0.007843137,0,0.258823529,0,1,0,1,0,0.001956947,0,0.090019569,1,6
5954,0.521568627,0,0.090196078,0,1,0,0.17,0,0.003913894,0,0.003913894,0,6
5955,0.149019608,0,0.007843137,0,1,1,0.79,0,0.001956947,0.79,0.001956947,0,6
5956,0.278431373,0,0.247058824,0,1,0,0.89,0,0.001956947,0,0.001956947,0,6
5957,0.015686275,0,0.8,0,1,0,1,0,0.001956947,0,0.019569472,1,6
5958,0.909803922,0,0.752941176,0,1,0,0.83,0,0.003913894,0,0.003913894,0,6
5959,0.4,0,0.003921569,0,1,1,0.92,0,0.001956947,0.92,0.001956947,0,6
5960,0.619607843,0,0.525490196,0,1,0,0.85,0,0.003913894,0,0.003913894,0,6
5961,0.282352941,0,0.250980392,0,1,0,0.89,0,0.003913894,0,0.003913894,0,6
5962,0.415686275,0,0.003921569,0,1,1,0.92,0,0.001956947,0.92,0.001956947,0,6
5963,0.529411765,0,0.003921569,0,1,1,0.94,0,0.001956947,0.94,0.001956947,0,6
5964,0.011764706,0,0.239215686,0,1,0,1,0,0.001956947,0,0.009784736,1,6
5965,0.407843137,0,0.345098039,0,1,0,0.85,0,0.003913894,0,0.003913894,0,6
5966,0.458823529,0,0.396078431,0,1,0,0.86,0,0.001956947,0,0.001956947,0,6
5967,0.062745098,0,0.003921569,0,1,1,0.56,0,0.001956947,0.56,0.001956947,0,6
5968,0.007843137,0,0.556862745,0,1,0,1,0,0.001956947,0,0.090019569,1,6
5969,0.964705882,0,0.807843137,0,1,0,0.84,0,0.003913894,0,0.003913894,0,6
5970,0.007843137,0,0.352941176,0,1,0,1,0,0.001956947,0,0.093933464,1,6
5971,0.003921569,0,0.050980392,0,1,0,1,0,0.001956947,0,0.091976517,1,6
5972,0.003921569,0,0.756862745,0,1,0,1,0,0.001956947,0,0.017612524,1,6
5973,0.015686275,0,0.564705882,0,1,0,1,0,0.001956947,0,0.074363992,1,6
5974,0.007843137,0,0.352941176,0,1,0,1,0,0.001956947,0,0.086105675,1,6
5975,0.007843137,0,0.054901961,0,1,0,1,0,0.001956947,0,0.007827789,1,6
5976,0.003921569,0,0.239215686,0,1,0,1,0,0.001956947,0,0.033268102,1,6
5977,0.258823529,0,0.22745098,0,1,0,0.88,0,0.003913894,0,0.003913894,0,6
5978,0.349019608,0,0.003921569,0,1,1,0.91,0,0.001956947,0.91,0.001956947,0,6
5979,0.007843137,0,0.588235294,0,1,0,1,0,0.001956947,0,0.045009785,1,6
5980,0.003921569,0,0.976470588,0,1,0,1,0,0.001956947,0,0.068493151,1,6
5981,1,0,0.003921569,0,1,1,1,0,0.001956947,1,0.001956947,0,6
5982,0.007843137,0,0.160784314,0,1,0,1,0,0.001956947,0,0.074363992,1,6
5983,0.101960784,0,0.007843137,0,1,1,0.69,0,0.001956947,0.69,0.001956947,0,6
5984,0.015686275,0,0.549019608,0,1,0,1,0,0.001956947,0,0.062622309,1,6
5985,0.003921569,0,0.207843137,0,1,0,1,0,0.001956947,0,0.007827789,1,6
5986,0.011764706,0,0.294117647,0,1,0,1,0,0.001956947,0,0.025440313,1,6
5987,0.419607843,0,0.356862745,0,1,0,0.85,0,0.001956947,0,0.001956947,0,6
5988,0.015686275,0,0.611764706,0,1,0,1,0,0.001956947,0,0.068493151,1,6
5989,0.301960784,0,0.003921569,0,1,1,0.9,0,0.001956947,0.9,0.001956947,0,6
5990,0.007843137,0,1,0,1,0,1,0,0.001956947,0,0.088062622,1,6
5991,0.196078431,0,0.164705882,0,1,0,0.84,0,0.003913894,0,0.003913894,0,6
5992,0.537254902,0,0.443137255,0,1,0,0.82,0,0.001956947,0,0.001956947,0,6
5993,0.917647059,0,0.760784314,0,1,0,0.83,0,0.003913894,0,0.003913894,0,6
5994,0.003921569,0,0.160784314,0,1,0,1,0,0.001956947,0,0.066536204,1,6
5995,0.015686275,0,0.48627451,0,1,0,1,0,0.001956947,0,0.048923679,1,6
5996,0.011764706,0,0.654901961,0,1,0,1,0,0.001956947,0,0.091976517,1,6
5997,0.094117647,0,0.003921569,0,1,1,0.67,0,0.001956947,0.67,0.001956947,0,6
5998,0.329411765,0,0.003921569,0,1,1,0.9,0,0.001956947,0.9,0.001956947,0,6
5999,0.003921569,0,0.333333333,0,1,0,1,0,0.001956947,0,0.007827789,1,6
6000,1,0,0.003921569,0,1,1,1,0,0.001956947,1,0.001956947,0,6
6001,0.015686275,0,0.97254902,0,1,0,1,0,0.001956947,0,0.093933464,1,6
6002,0.007843137,0,0.321568627,0,1,0,1,0,0.001956947,0,0.060665362,1,6
